"Stability is a key quality of a conceptual model. A stable conceptual model is able to withstand changes in domain conceptualization and user requirements without major impact. This paper addresses stability of ontologydriven conceptual models by presenting a number of patterns in the OntoUML language which are derived from characteristics of the foundational ontology underlying the language. The discussed stability patterns include: orthogonal subtype partitions (more specifically phase and subkind partitions), multi-level modeling with high-order types, reification of intrinsic and relational aspects, and model taxonomy refactoring with non-sortal types.";"Stability Patterns in Ontology-Driven Conceptual Modeling";"Giancarlo Guizzardi, João Paulo Andrade Almeida"; "http://ceur-ws.org/Vol-2728/paper11.pdf"
"Conceptual data modelling languages are a common approach to represent ontologies visually. This paper introduces a framework aiming at enabling modelling tools to represent, manipulate and reason over OWL ontologies represented in different visual languages, such as UML, EER or ORM 2, based on a previously developed theoretical metamodel. We describe the framework and define a methodology to exploit it, in order to make visual independence a reality. Finally, we present case studies on realistic ontologies to show the applicability of our approach.";"Towards an Ontology Engineering Framework for Integrating Visualisation, Metamodelling and Reasoning";"Emiliano Rios Gavagnin, Germán Alejandro Braun, Laura Cecchi, Pablo Fillottrani";"http://ceur-ws.org/Vol-2728/paper12.pdf"
"In recent years Brazil has assumed a set of commitments for improving its transparency, especially on the Public Budget. The resulting actions led to the availability of a large amount of public data from the federation, states and municipalities. However, there are still many challenges to deal with all this data in a unified way, seeking for more valuable information. This paper proposes an environment able to capture data from different government entities and store them in a common repository, based on a Public Expense Ontology, for providing uniform queries, regardless of the original data sources";"Um Ambiente para Integração de Dados Abertos Relativos à Despesa Pública (An Environment for Integrating Public Expense Open Data)";"Gustavo Britto, Fabiano Ruy, Carlos Azevedo";"http://ceur-ws.org/Vol-2728/paper13.pdf"
"One of the main challenges in building a domain ontology is to define what are the set of relevant terms to formally define and include in the conceptual model. The goal is that the selected terms provide good coverage on the required view over the domain and represent the common shared knowledge. In this work, we combine the examination of a technical thesaurus with a corpus of scientific papers of the domain to define a set of relevant geological terms as the first step towards developing a domain ontology for Petroleum Geology. To support the decision of which terms from the thesaurus we should analyze and model first, we ranked the terms on the corpus according to an adaptation of the TF-IDF statistic. After that, domain experts analyzed the top-ranked terms and selected only those that are continuants, related to Petroleum Geology. Finally, for each term chosen by the experts, we classified them as a specialization of the GeoCore Ontology or the BFO top ontology and elaborated an Aristotelian definition";"What Geologists Talk About: Towards a Frequency-Based Ontological Analysis of Petroleum Domain Terms";"Luan Fonseca Garcia, Fabrício H. Rodrigues, Alcides Lopes, Renata Dos Santos Alvarenga, Michel Perrin, Mara Abel";"http://ceur-ws.org/Vol-2728/paper14.pdf"
"The growing current adherence to e-learning and the more recurrent use of Virtual Learning Environments (VLE) has generated a large volume of digital educational data and, consequently, problems in the representation, organization and recovery of information in this context. As a solution in this scenario, this research presents an integration architecture that uses an ontology, called Prov4LA, to standardize the generation of learning analytics data and provide support for educational recommendation systems. As partial results, a scenario of application of the proposed architecture is described through a course taught in VLE Moodle with students who participate in the same course and where recommendation events are triggered.";"Arquitetura de Integração e Ontologia de Suporte para Recomendação de Objetos Educacionais em Ambientes Virtuais de Aprendizagem (Integration Architecture and Support Ontology for Recommendation of Educational Objects in Virtual Learning Environments)";"Jorão Gomes Jr., Jairo Souza, Fabrício Mendonça, Regina Braga";"http://ceur-ws.org/Vol-2728/short1.pdf"
"Critical communication scenarios require a huge modeling effort to represent reality as accurately as possible and independent of their implementation. To reach an accurate model for this domain and provide a decision support, it is necessary to use modeling techniques that contribute to high semantic expressiveness, such as ontological analysis based on foundational ontologies. This work presents a rich and real example that illustrates how useful the application of ontological analysis can be in coping with such complexity. Moreover, it also contributes to the cognitive-driven communication technologies domain, with a clear and unambiguous specification of events and situations in critical communication scenarios.";"Critical Communications Scenarios Description Based on Ontological Analysis";"Julio Tesolin, Marcus Silva, Maria Luiza Campos, David Moura, Maria Claudia Cavalcanti";"http://ceur-ws.org/Vol-2728/short2.pdf"
"Weather forecasting is an important application of Science to plan daily activities, being used in agriculture, air traffic, sea, forestry, severe weather alerts, military operations and enterprise systems. The weather forecast information is provided by several systems with different formats, parameters and with a large number of heterogeneous concepts used in different organizations. To minimize this problem, the number of these heterogeneous concepts must be reduced in order to provide uniform access for better decision making. This article describes the construction of a wellfounded ontology for the Numerical Weather Prediction data domain (NWPOntology), developed from philosophically based foundations of the Unified Foundational Ontology as a solution to promote the semantic enrichment of data from meteorological observations, aiming to reduce conceptual ambiguities.";"NWPOntology: A Well-Founded Ontology for the Numerical Weather Prediction Data Domain";"Tiago Duarte Neves, Ivanildo Barbosa, Kelli de Faria Cordeiro";"http://ceur-ws.org/Vol-2728/short3.pdf"
"The management of several information systems (IS) faces challenges with the number of existing, autonomous, distributed, and heterogeneous databases. Since itrequires an integrated access, these arrangements have been explored as federated IS (FIS). IS interfaces affect (and are affected) by implicit knowledge that generate tensions in the FIS management. This paper explores the use of the Knowledge Intensive Process Ontology (KIPO) to map tensions in FIS management from a case study in the Bolsa Família Program. The results show that KIPO decision map and business rules models support the understanding of the existing tensions in FIS management. The developed ontology also allows the description of tacit knowledge for FIS managers.";"Oportunidades de KIPO para Gestão em Sistemas de Informação Federados no Caso do Programa Bolsa Família (KIPO Opportunities for Management of Federated Information Systems in the Case of the "Bolsa Família" Program)";"Roberto Monteiro Dias, Nadja Piedade de Antonio, Flavio Horita, Rodrigo Pereira dos Santos";"http://ceur-ws.org/Vol-2728/short4.pdf"
"This work applies SABiO approach and UFO foundational ontology in the construction of a reference ontology in the health area, named OntoTB. OntoTB is a reference ontology whose domain is in the area of Infectious Diseases, emphasizing on Pulmonary Tuberculosis. The model was developed and validated with the support of an Epidemiology specialist. The results already obtained were the graphic representation, the dictionary of terms, the competence questions and an initial quality control through a technical review involving the specialist. Future work has been outlined, through the expansion of the ontology and the development of an automated information tool. ";"Um Modelo Conceitual Baseado em Ontologia para Doenças Infecciosas com Ênfase em Tuberculose (An Ontology-Based Conceptual Model for Infectious Diseases Emphasiing Tuberculosis)";"Thayza Sacconi Guarnier, Maria das Graças da Silva Teixeira, Danielli dos Reis Costa, Carolina Maia Martins Sales, Silvia das Dores Rissino";"http://ceur-ws.org/Vol-2728/short5.pdf"
"Social robotics is a research area that aims to develop models that allow robots and humans to interact naturally. One of the factors that compromises the evolution of social robotics is the difficulty in integrating cognitive and robotic systems, mainly due to the volume and complexity of the information existing in a dynamic environment. In this work, we are proposing an ontology, named OntPercept, for formalize the communication between the cognitive and robotic systems. Thanks to this ontology is possible to model the environment perception using the information captured by the sensors present in the robotic system. It will be shown that OntPercept simplifies the development, reproduction and comparison of experiments associated with social robotics.";"Use of Ontology to Model the Perception of the Environment by a Humanoid Robot";"Helio Azevedo, José Pedro Ribeiro Belo, Isaque Souza, Roseli Romero";"http://ceur-ws.org/Vol-2728/short6.pdf"
"This paper proposes a method for Decision Making Documentation that is founded on a formal ontology. To do this, we first proposes an extension to DMO, a decision making ontology founded on a foundational ontology named UFO, to include concepts on on Value Proposition and Economic Preference. [Guizzardi et al. 2020] Finally, we propose a template whose slots represent concepts in the Extended DMO and should be filled with sentences in natural language representing instances of these concepts. The goal of the template is to represent the rationale in the selection alternative phase of the Decision Making. Once the slots are filled, they can be converted to an OWL ontology using gUFO, a lightweight implementation of the Unified Foundational Ontology (UFO), suitable for Semantic Web OWL 2 DL applications, to enable automatic reasoning over the document.";"A Tool for Automatic Reasoning Over Decision Documentation Using gUFO";"Bruno G. Carneiro, Renata Guizzardi";"http://ceur-ws.org/Vol-2728/master1.pdf"
"Comma-Separated Values (CSV) is used due to its low computational cost, on the other hand it is necessary to integrate it with a high-level repository to aggregate value to the data. In addition, Linked Data (LD) brought a new approach to enrich data and generate knowledge. Institutions in the most diverse areas can extract more knowledge from the data when it is coated in a semantic format. Each semantic tool has different features that directly impact the integration of LD from CSV. Hence, it is a recurring problem to know if the tool has all the features required for an integration project. This work proposes an objective evaluation of the features present in the tools that perform the semantic integration of data in CSV. The classification uses the features created in the literature in a new structure with their grouping. The salient features in the classification form the comparative framework that uses a positive number line facilitating the evaluation of the tools. The classification and framework can be used in all areas where there is semantic integration of data. The result of this work is possible to evaluate the features implemented in the tools that generate semantic integration in an agile comparative analysis.";"Arcabouço Comparativo de Ferramentas para Integração Semântica de Dados Tabulares (Comparative Framework of Tools for Semantic Integration of Tabular Data)";"Marcello Peixoto Bax, Rafael Rocha";"http://ceur-ws.org/Vol-2728/master2.pdf"
"Links among data elements represent the core of the Semantic Web. The links are built with semi-automatic linking algorithms using a variety of similarity calculus. The data interconnected by these algorithms demands automatic methods and tools to maintain its consistency. These changes occur mainly in datasets that represent knowledge in areas that evolve drastically, like biology and medicine. Even though the constant change of these links is an important task for the evolution of these structured datasets, such changing operations can negatively influence the well-established links, which turns difficult the consistency of the connections over time. In this work, we aim to investigate new methods responsible for fixing and updating links among ontologies in the Linked Open Data context.";"Link Maintenance in the Semantic Web";"André Gomes Regino, Julio Cesar dos Reis";"http://ceur-ws.org/Vol-2728/master3.pdf"
"The management of waiting lists for medical care needs to prioritize patients based only on clinical factors according to each medical specialty. This work proposes the use of Semantic Web technologies to allow, after structuring clinical data into semantically defined data, the creation of patient lists to manage and prioritize health care access. It will be based on rules defined by specialists using the Semantic Web Rule Language (SWRL). This work also carries out a case study with the Hospital das Clínicas da Faculdade de Medicina de Marília (HC FAMEMA) in order to validate the proposal. It is expected that the proposed method will prove to be more effective than the current patient list management used by FAMEMA.";"Método Semântico de Priorização de Atendimento Médico Baseado em Regras Definidas por Especialistas Através de SWRL (Semantic Method of Prioritizing Medical Care Based on Rules Defined by Specialists Through SWRL)";"Igor R. Guilherme, Dilvan de Abreu Moreira";"http://ceur-ws.org/Vol-2728/master4.pdf"
"The Olympic Studies Group (GEO), from the School of Education of the University of São Paulo (FE-USP), has carried out nearly twenty years of research related to Olympism. One of the research lines involves interviewing Brazilian Olympic athletes in an unstructured manner. There is a hypothesis that there are knowledge and similarities in this collection, but researchers need a computational tool to point them out. This work aims to propose a tool, based on semantic annotation and ontology, to meet this demand, not only assisting GEO’s researchers, but also allowing other groups to benefit.";"O Uso de Anotação Semântica e Ontologias na Busca de Similaridade entre Entrevistas Não-Estruturadas em Banco de Dados (The Use of Semantic Annotations and Ontologies in the Search for Similarity Among Unstructured Interviews in a Database)";"Rovilson de Freitas, Elaine Parros Machado de Sousa";"http://ceur-ws.org/Vol-2728/master5.pdf"
"Bariatric surgery is a type of treatment for severe obesity but it can bring several risks to the patient. In order to evaluate those risks correctly, health professionals need to have access to the complete health history of the patients. However, information systems are not always structured so that they can extract this complete history, due to the existence of data silos and distinct vocabularies. The use of linked data, ontologies and semantic rules technologies is one of the possible solutions to this challenge. This research proposal aims to test if an ontological model can map the complete health history of patients who are candidate to bariatric surgeries, highlight risks and support decisions. The research will use data from UNIMED Paraná.";"Ontological Model for Decision Support About Bariatric Surgery";"Glauber Muzyka Oyarzabal Nunes, Rita Cristina Galarraga Berardi";"http://ceur-ws.org/Vol-2728/master6.pdf"
"The paper presents a master’s degree research in the context of semantic representation of records production. It focuses on applied exploratory research, with a qualitative approach. The research aims at analyzing the document ontologies (IAO, D-Acts) in the semantic representation of records production in an oil production sharing contract in the oil and gas domain. It presents the problem of semantics in the representation of archival record production, theoretical references, and the proposed solution involving analysis of document ontologies, representation of record production based on archival theory, semantic enrichment with the result of analysis and evaluation of results.";"Proveniência Arquivística em um Poço de Petróleo: Uso de Ontologias para Representação Semântica de Documentos (Archival Provenance in an Oil Well: Using Ontologies to Semantically Represent Records)";"Marieta Marks Löw, Rafael Port da Rocha";"http://ceur-ws.org/Vol-2728/master7.pdf"
"This research project seeks to unify the cybersecurity terms of the fields of Information Technology and Operational Technology to organize knowledge of cybersecurity in the domain of the electric sector. It proposes the use of an ontology to build a conceptual model that considers terminologies from both fields and also cybersecurity requirements for the protection of critical infrastructure in the energy sector. In addition, it is expected that the use of ontology in cybersecurity assessments will enable a better understanding of cyber risk and the level of compliance with the cybersecurity best practices applicable to the energy sector.";"Utilização de Ontologia para Auxílio na Avaliação de Segurança Cibernética da Infraestrutura Crítica do Setor Elétrico: Perspectiva Brasileira (Using Ontology to Assist in Cyber Security Assessment of Critical Infrastructure in the Energy Sector: Brazilian Perspective)";"Márcio R. Machado, Marcello Peixoto Bax";"http://ceur-ws.org/Vol-2728/master8.pdf"
"In the health area, it is necessary to represent, integrate, and organize the knowledge derived from clinical data found in Electronic Medical Records (EMRs), providing advantages for developing scientific studies. Ontologies have been used in this context, can facilitate the extraction of information, disambiguate terms, and preserve the semantics of patient health variables. The usage of ontologies in the annotation of data in EMRs is a question discussed in related works. This article presents how to annotate data from EMRs, using data from the mental health field. Also, this work uses semantics data technique to generate knowledge graphs from ontologies and metadata models. Graphs can be explored later to filter base data to verify hypotheses in different scientific studies in the field of mental health.";"Dicionários Semânticos de Dados para Integrar Dados de Prontuários Eletrônicos de Pacientes (Semantic Data Dictionary to Integrate Data of Electronic Medical Records)";"Marcello Peixoto Bax, Evaldo de Oliveira da Silva";"http://ceur-ws.org/Vol-2728/doctorate1.pdf"
"The evaluation of green constructions aims to measure the sustainability performance of buildings and is important for improving the environment that is suf ering from increasing deterioration. However, most assessment tasks are still performed manually, consuming time and increasing the possibility of errors. New technologies can provide greater ef iciency in the evaluation of constructions. The use of semantics technologies is an alternative for data integration and making inferences to support decision making. This work presents a proposal to integrate data and support the evaluation of a construction in terms of meeting the requirements for a"green" certification. Logical rules of the semantic web and queries on knowledge graphs will be used to generate inferences that help automate the evaluation process. The first version of this model is presented to demonstrate the application of the solution in projects, considering the integration of data and the insertion of the rules for the evaluation criteria for LEED certification. It is expected to apply other languages for inference according to the variety of evaluation criteria and the integration of these in a single solution.";"Integração de Dados Usando Ontologias e Regras Lógicas para Automação da Certificação LEED de Projetos da Construção Civil (Data Integration Using Ontologies and Logical Rules for Automation of LEED Certification of Civil Construction Projects)";"Marcello Peixoto Bax, Cristiano Geraldo Teixeira Silva";"http://ceur-ws.org/Vol-2728/doctorate2.pdf"
"Decisions about whether or not to kill an ongoing project of an IT portfolio may be critical. A bad decision to continue with a project with a high probability of making things worse, in exchange of a small chance of avoiding a large loss, often turns manageable failures into disasters. However, these decisions can be negatively impacted by cognitive biases of decision makers, such as the loss aversion, which are enhanced when uncertainty is substantial and information incomplete. As a result, it is important to reduce the biases in these decisions. This paper introduces an ongoing research that aims to create an ontology to improve the understanding of these cognitive biases. It can be used as part of a strategy to reduce biases in a risk and value analysis.";"Ontology of Value, Risk and Cognitive Biases for an IT Portfolio Decision Making";"Eduardo da Costa Ramos, Maria Luiza M. Campos, Fernanda Araújo Baião";"http://ceur-ws.org/Vol-2728/doctorate3.pdf"
"This paper describes the current stage of a research that looks for enabling elements for the semantic integration of a consent mechanism under the General Data Protection Law - LGPD with legacy systems. It also research analogous methodologies that are already established for the General Data Protection Regulation - GDPR, as well as models instantiated by them, to guide the creation of an ontology and a systemic approach that enable this integration.";"Proposta de Mecanismo de Consentimento na Lei Geral de Proteção a Dados – LGPD (Consent Mechanism Proposal in LGPD)";"Marcello Peixoto Bax, João Luiz Silva Barbosa";"http://ceur-ws.org/Vol-2728/doctorate4.pdf"
